"statistic","signif.level","dif.com.obs.dif","dif.com.critical.dif","dif.com.difference"
"-Expert","Multiple comparison test after Kruskal-Wallis",0.05,NA,Inf,NA
"-Novice","Multiple comparison test after Kruskal-Wallis",0.05,NA,Inf,NA
"Expert-Novice","Multiple comparison test after Kruskal-Wallis",0.05,62.4018796992481,15.719984607686,TRUE
